,itemID,title,author,publisher,main topic,subtopics,sessionID,click,basket,order,total_basket,lang,cluster
45,11525,Zeit des Sturms,Andrzej Sapkowski,dtv Verlagsgesellschaft,ATFN,"[ATFN,FJ,FM,FMB,FYT,3KLN]",28.0,0.0,1.0,0.0,204,de,12
46,12143,The Testaments,Margaret Atwood,Random House LCC US,FDB,"[FB,FL]",29.0,1.0,0.0,0.0,332,en,17
47,75904,The Testaments,Margaret Atwood,Random House UK Ltd,JBSF11,"[FBA,FDB,FL,FXP]",447.0,1.0,0.0,0.0,332,en,17
48,74459,The Testaments,Margaret Atwood,Random House LCC US,FDB,"[FB,FL]",12155.0,1.0,0.0,0.0,332,en,17
49,42285,Die Dunkelmagierin,Arthur Philipp,Blanvalet Taschenbuchverl,FMB,[],30.0,1.0,0.0,0.0,8,af,10
50,41198,The Invisible Life of Addie LaRue,V. E. Schwab,Macmillan USA,FM,[],31.0,1.0,0.0,0.0,781,en,9
51,1831,The Invisible Life of Addie LaRue,V.E. Schwab,Titan Books Ltd,FM,[],154.0,1.0,0.0,0.0,781,en,9
52,43845,Small Gods,Terry Pratchett,Orion Publishing Group,FM,[],32.0,1.0,0.0,0.0,92,it,4
53,62630,The Night Parade,Kathryn Tanquary,SOURCEBOOKS JABBERWOCKY,YFH,"[1F,YFJ]",34.0,1.0,0.0,0.0,2,en,2
54,25330,"Viele Grüße, Deine Giraffe!",Megumi Iwasa,Moritz Verlag-GmbH,YBCS,[YF],35.0,1.0,0.0,0.0,8,de,2
55,5368,Winter Stories,Enid Blyton,Hachette Children's  Book,YFA,"[5AH,5HPD,4CD,YFH,YFJ,YFU]",36.0,1.0,0.0,0.0,6,de,2
56,46998,Goldene Flammen,Leigh Bardugo,Knaur Taschenbuch,FMB,"[FBA,FMB,FMR,FYT]",37.0,1.0,0.0,0.0,1276,da,9
57,2253,Eisige Wellen,Leigh Bardugo,Knaur Taschenbuch,FBA,"[FBA,FMB,FMR,FYT]",38.0,1.0,0.0,0.0,546,de,13
58,52878,Gaspard de la Nuit,Aloysius Bertrand,Hollywood Comics,FM,[],39.0,1.0,0.0,0.0,5,es,7
59,53706,Mats & Milad,Eva Rottmann,Jacoby & Stuart,YF,[YX],40.0,2.0,0.0,0.0,11,ca,0
60,26528,Ace of Shades,Amanda Foody,INKYARD PR,YFCF,[YFH],41.0,8.0,0.0,0.0,8,en,1
61,7464,LEGO® NINJAGO® Das große Ninja-Lexikon,"Arie Kaplan, Hannah Dolan",Dorling Kindersley Verlag,YNVD,"[5AG,ATF,YBL,YNF,YNP,YNVD,YRG,YZG]",42.0,4.0,0.0,0.0,141,hr,18
62,30953,Brian Froud's Faeries' Tales,"Wendy Froud, Brian Froud",ABRAMS,FM,[FN],43.0,1.0,0.0,0.0,16,en,10
63,72543,Black Dagger - Phury & Cormia,J. R. Ward,Heyne Taschenbuch,FMR,"[1KBB-US-NAK,FMX,FP,3MRBA]",44.0,1.0,0.0,0.0,83,en,10
64,13855,Das große Bastelbuch für kreative Entdecker,Sven Nordqvist,Edel Kids Books,YBG,"[5AD,YB,YBG,YBL]",45.0,1.0,0.0,0.0,18,de,1
65,65634,It Only Happens in the Movies,Holly Bourne,Usborne Publishing,YFB,"[5AQ,YFM]",46.0,1.0,0.0,0.0,27,en,3
66,59843,Brothers of the Wind,Tad Williams,Hodder And Stoughton Ltd.,FMB,[],47.0,1.0,0.0,0.0,17,en,10
67,71896,Der Triumph der Zwerge,Markus Heitz,Piper,FMB,[FMH],48.0,0.0,1.0,0.0,142,de,12
68,44997,Der Triumph der Zwerge,Markus Heitz,Piper Verlag GmbH,FMB,[FMH],380.0,1.0,1.0,0.0,142,de,12
69,56766,Die Spiderwick Geheimnisse 01 - Eine unglaubliche Entdeckung,"Holly Black, Tony DiTerlizzi",cbj,YFC,"[5AJ,YFC,YFH]",49.0,1.0,0.0,0.0,26,de,3
70,75990,Die Spiderwick Geheimnisse 02 - Gefährliche Suche,"Holly Black, Tony DiTerlizzi",cbj,YFC,"[5AJ,YFC,YFH]",49.0,1.0,0.0,0.0,4,de,3
71,66314,Die Chroniken von Narnia - Illustrierte Gesamtausgabe,"Clive Staples Lewis, C. S. Lewis",Ueberreuter Verlag,YFH,"[5AL,FM,YFH]",50.0,1.0,0.0,0.0,304,de,17
72,6422,Die Chronik des Eisernen Druiden 08. Aufgespießt,Kevin Hearne,Klett-Cotta Verlag,FYT,"[FM,FYT]",51.0,1.0,0.0,0.0,6,de,10
73,65865,Dangerous Boys - Wenn du mich findest,Catherine Doyle,cbt,YFCB,"[5AQ,1KBB-US-MLCC,YFM]",52.0,1.0,1.0,0.0,12,de,1
74,12633,Dangerous Boys - Wenn wir uns verlieren,Catherine Doyle,cbt,YFCB,"[5AQ,1KBB-US-MLCC,YFM]",52.0,1.0,1.0,0.0,15,de,1
75,1713,Kiss Me Twice - Kiss the Bodyguard 2,Stella Tack,Ravensburger Verlag,YFM,"[FR,FRD,YFB,YFM]",52.0,1.0,0.0,0.0,288,en,17
76,69584,Dangerous Boys - Wenn ich dir vertraue,Catherine Doyle,cbt,YFM,"[5AQ,1KBB-US-MLCC,YFCB,YFM]",52.0,1.0,1.0,0.0,9,de,1
77,63299,Endlich große Schwester,,dabelino,YBGC,"[WZG,YBGC,YZG]",53.0,2.0,0.0,0.0,205,de,17
78,18315,Endlich große Schwester,,dabelino,YBGC,"[WZG,YBGC,YZG]",1423.0,1.0,1.0,1.0,205,de,17
79,10666,Aus den Filmen zu Harry Potter: Eine magische Reise: Alles für deine Fahrt nach Hogwarts,"Insight Editions, Panini",Panini Verlags GmbH,FMM,"[5AK,ATF,WZS,YBL,YZS]",54.0,3.0,1.0,1.0,1749,de,16
80,62464,Trötsch Mein erstes Ausmalbuch,,Trötsch Verlag GmbH,YBL,[YB],55.0,1.0,0.0,0.0,5,de,2
81,30497,Das Spiel der Götter 18,Steven Erikson,Blanvalet Taschenbuchverl,FMB,"[FBA,FMB,FYT]",56.0,1.0,0.0,0.0,7,de,10
82,35114,Das Spiel der Götter 19,Steven Erikson,Blanvalet Taschenbuchverl,FMB,"[FBA,FMB,FYT]",56.0,1.0,0.0,0.0,3,de,10
83,60628,Das Spiel der Götter 17,Steven Erikson,Blanvalet Taschenbuchverl,FMB,[],56.0,2.0,0.0,0.0,58,de,10
84,31091,Die Hexenholzkrone 1,Tad Williams,Klett-Cotta Verlag,FMB,[FYT],57.0,1.0,0.0,0.0,98,de,10
85,54132,An Absolutely Remarkable Thing,Hank Green,Penguin LCC US,FBA,"[FJ,FL,FMW,FXB]",58.0,1.0,0.0,0.0,99,en,10
86,12116,An Absolutely Remarkable Thing,Hank Green,Orion Publishing Co,FBA,[],2334.0,1.0,0.0,0.0,99,en,10
87,14207,Der letzte Wunsch,Andrzej Sapkowski,dtv Verlagsgesellschaft,ATFN,"[ATFN,FJ,FM,FYB,FYT]",59.0,0.0,1.0,0.0,529,de,13
88,809,Geschichten aus dem gefährlichen Königreich,J.R.R. Tolkien,Klett-Cotta Verlag,FMB,"[FYB,FYT]",60.0,0.0,0.0,1.0,42,de,7
89,35011,Geschichten aus dem gefährlichen Königreich,J. R. R. Tolkien,Klett-Cotta Verlag,FMB,"[FB,FYT,YFH]",4115.0,1.0,1.0,0.0,42,de,7
90,73840,Astrid Lindgren,María Isabel Sánchez Vegara,Insel Verlag GmbH,JBSF1,"[5AF,JBSF1,YBCS,YBL,YNB,YNG,YNL,YNM,YNMF,YX]",61.0,1.0,0.0,0.0,183,sv,11
91,31293,Meine Kindergarten-Freunde (Pferde),,Ars Edition GmbH,YBG,"[5AC,5JA,YBG,YBL,YXHB,YZG,YZS]",62.0,1.0,0.0,0.0,347,de,17
92,43652,Mein Freund Salim,Uticha Marmon,Magellan GmbH,YFB,"[5AJ,5PG]",64.0,2.0,0.0,0.0,9,de,0
93,16927,A Long Way Down,Jason Reynolds,Faber And Faber Ltd.,YFB,"[5AN,YDP,YFH,YFN,YXQ]",65.0,1.0,0.0,0.0,15,en,1
94,38013,League of Legends. Die Reiche von Runeterra,,Knaur HC,FBA,"[FBA,FM,FYV,FZ,SXE,3MR]",66.0,1.0,0.0,0.0,34,de,7
95,69262,Mein Immer-wieder-Stickerbuch: Ostern,Felicity Brooks,Usborne Verlag,YBG,"[5HPF,YBL]",67.0,1.0,0.0,0.0,174,de,18
96,48446,Escape-Stickerbuch - Juwelenraub,Philip Kiefer,Ars Edition GmbH,YBG,"[5AJ,YBG,YBL,YFCF,YNVP]",67.0,1.0,1.0,0.0,188,de,18
97,7512,Mein Glitzer-Sticker-Schloss: Meerjungfrauen,Laura Leintz,Carlsen Verlag GmbH,JNLA,"[5AF,4CA,JNLA,YBG,YBL]",67.0,1.0,0.0,0.0,9,de,5
98,42408,Mein Immer-wieder-Stickerbuch: Im Sommer,Hannah Watson,Usborne Verlag,YBG,[YBL],67.0,2.0,1.0,0.0,12,de,0
99,49921,Wow! Das Metallic-Stickerbuch - Abenteuer Unterwasserwelt,,Ars Edition GmbH,YBG,"[5AD,YBG,YBL,YNNB1]",67.0,2.0,0.0,0.0,13,de,2
100,71747,Der kleine Rabe Socke: Fehler finden mit dem kleinen Raben Socke,,Esslinger Verlag,YZS,"[5AD,5HKB,4CA,YBG,YBL,YN,YZS]",67.0,1.0,0.0,0.0,38,de,1
101,22212,Mein Anziehpuppen-Stickerbuch: Einhörner,Fiona Watt,Usborne Verlag,YBG,[YBL],67.0,1.0,0.0,0.0,237,de,17
102,78837,Mein Immer-wieder-Stickerbuch: Dschungel,Kirsteen Robson,Usborne Verlag,YBG,[YBL],67.0,1.0,0.0,0.0,122,de,18
103,23115,Rune,Inka Loreen Minden,Books on Demand,FFJ,"[5PSG,FFJ,FMR,FRD]",68.0,1.0,0.0,0.0,1,ro,19
104,36339,Mein erstes Bastelbuch,,Coppenrath F,YNPH,"[5ABK,5AC,YBL]",69.0,1.0,0.0,0.0,526,de,13
105,34873,Tortues à l'infini,John Green,Gallimard,YF,[],70.0,1.0,0.0,0.0,35,fr,2
106,34965,The Cruel Prince,Holly Black,Hot Key Books,YNXB,"[5AN,YFH,YXF,YXG]",71.0,1.0,0.0,0.0,403,en,13
107,63316,The Cruel Prince,Holly Black,LITTLE BROWN & CO,YXQF,"[YFH,YXH]",3846.0,1.0,0.0,0.0,403,en,13
108,38171,Advanced Potion Making,Noel Green,Lulu.com,FL,[],72.0,1.0,0.0,0.0,89,en,10
109,33208,The Walled City,Ryan Graudin,Hachette Children's Group,YFH,[],73.0,1.0,0.0,0.0,10,en,2
110,40673,Du hast aber Mut!,Brigitte Blobel,Arena Verlag GmbH,YFS,[5AH],74.0,1.0,0.0,0.0,3,de,3
111,78643,Wunder Sieh mich nicht an,Raquel J. Palacio,dtv Verlagsgesellschaft,YXHB,"[5AM,1KBB-US-NAK,YFB,YFN,YFS,YXHB,YXQ]",75.0,1.0,0.0,0.0,302,de,17
112,73628,Die Töchter des Drachen/Der Thron der Libelle,Wolfgang Hohlbein,Lübbe,FM,[FMB],76.0,1.0,0.0,0.0,91,de,10
113,32594,"Lovely Curse, Band 1: Erbin der Finsternis",Kira Licht,Ravensburger Verlag,FR,"[5AQ,5AX,FM,FMR,FRD,FRM,YFHR,YFM]",77.0,1.0,1.0,0.0,29,de,7
114,19070,City of Elements 1,Nena Tramountani,Oetinger Taschenbuch GmbH,YFHR,[5AQ],77.0,1.0,1.0,0.0,135,en,18
115,40949,Der siebte Sohn,Julia Maar,NOVA MD,DSY,"[DSY,FMH,FN,FYR,YFH,YFM]",78.0,1.0,0.0,0.0,1,de,10
116,36495,Gregs Tagebuch - Band 1 und 2,Jeff Kinney,Baumhaus Verlag GmbH,YFS,"[5AL,5AM,1KBB,YFS,3MR]",79.0,1.0,0.0,0.0,168,de,18
117,23654,Harry Potter 1 und der Stein der Weisen,Joanne K. Rowling,Carlsen Verlag GmbH,YFH,"[5AL,5LD,1DDU,6FG,FM,YFB,YFC,YFH,YFS]",79.0,1.0,0.0,0.0,983,de,9
118,48285,Der dunkle Turm 1. Schwarz,Stephen King,Heyne Taschenbuch,FMB,"[FH,FK,FYT]",80.0,1.0,0.0,0.0,275,de,17
119,27488,Erstes Zeichnen für Kinder ab 3 Jahren,,Schwager und Steinlein,YNV,"[YBL,YNV]",81.0,1.0,0.0,0.0,62,de,3
120,77371,"Dark Deeds, Volume 3",Mike Brooks,SAGA PR,FLS,[],82.0,1.0,0.0,0.0,5,af,10
121,69849,The Crossing of Ingo,Helen Dunmore,HarperCollins Publishers,YFH,[5AL],83.0,1.0,0.0,0.0,11,en,2
122,44331,tiptoi® Die Welt der Musik,Inka Friese,Ravensburger Verlag,YNCS,"[5AD,YBG,YBL,YNCS]",84.0,5.0,0.0,0.0,249,de,17
123,33258,Spring in eine Pfütze! Das Buch zum Fertigmalen,ViktoriaSarina,CE Community Editions,WZG,"[5AJ,5JA,1KBB,WD,WZG,YBG,YBL,YZG,YZS]",85.0,2.0,0.0,0.0,104,de,18
124,4449,Trötsch Der kleine Maulwurf Puzzlebuch,Zdenek Miler,Trötsch Verlag GmbH,YBCS,"[5AD,YBG,YBL]",86.0,1.0,1.0,0.0,31,de,2
125,46389,Superfreunde - Das Freundebuch,,Edition Michael Fischer,YXHB,"[5AG,WZG,YBG,YBL,YZG]",87.0,1.0,0.0,0.0,142,de,18
126,14526,Herr der Diebe,Cornelia Funke,Oetinger Taschenbuch GmbH,YF,[5AL],88.0,1.0,0.0,0.0,559,de,13
127,62556,Level 4. Die Stadt der Kinder,Andreas Schlüter,dtv Verlagsgesellschaft,YFCF,"[5AL,5AM,YFG,YXHB]",88.0,1.0,0.0,0.0,216,de,17
128,69185,Die Kunst des Zeichnens für Kinder,Gecko Keck,Frech Verlag GmbH,WFA,"[5,5A,5AK,5J,5JA,5JB,W,WF,WFA]",89.0,2.0,1.0,0.0,1290,de,9
129,38931,"Das XXL-Entdecker-Set - Geniale Maschinen - Mit 10 Modellen zum Selberbauen, Sachbuch, Experimenten ",Rob Colson,Edition Michael Fischer,YNTC,"[YBL,YNTD,YNTG]",90.0,1.0,2.0,1.0,226,de,17
130,44168,Doctor Who: The Legends of River Song,"Jenny T. Colgan, Jacqueline Rayner, Steve Lyons, G",Ebury Publishing,FL,[],91.0,1.0,0.0,0.0,80,en,10
131,31995,Die Chroniken von Alice - Dunkelheit im Spiegelland,Christina Henry,Penhaligon,FMT,"[FBA,FKM,FMT,FN,FYB,FYT,FYV]",92.0,1.0,0.0,0.0,310,de,17
132,25620,Feuer und Blut - Erstes Buch,George R.R. Martin,Penhaligon,FBA,"[FBA,FMB,FYT]",93.0,1.0,0.0,0.0,162,de,12
133,21235,Assassin's Apprentice (The Illustrated Edition),Robin Hobb,Random House LCC US,FMB,"[FJ,FMH,3KHF]",94.0,1.0,0.0,0.0,15,en,10
134,63730,Ich kann 1000 Dinge zeichnen. Kritzeln wie ein Profi!,Norbert Pautner,"Bassermann, Edition",YBG,"[5AF,YBL]",95.0,1.0,0.0,0.0,599,de,13
135,2835,"Fire & Frost, Band 2: Vom Feuer geküsst",Elly Blake,Ravensburger Verlag,YFH,"[5AQ,5HKA,5JA,FDB,FM,YFG,YFH,YFM]",96.0,1.0,2.0,0.0,23,de,3
136,21526,The House in the Cerulean Sea,T. J. Klune,Macmillan USA,FMK,[5PSG],97.0,1.0,1.0,0.0,244,en,17
137,56753,The House in the Cerulean Sea,Tj Klune,TOR BOOKS,FMK,[5PSG],97.0,1.0,0.0,0.0,244,en,17
138,72081,One Of Us Is Next,Karen M. McManus,Penguin Books Ltd (UK),YFCB,"[5AN,5X,1KBB,YFCF,YFM,YFS]",98.0,1.0,0.0,0.0,344,en,17
139,47205,Metabolic,Dennis Stephan,united p.c. Verlag,FB,[],99.0,1.0,0.0,0.0,13,es,5
140,40913,144000,Cornelia de Pablos,Dachbuch Verlag GmbH,FBA,"[FBA,FDB,FDK]",100.0,1.0,0.0,0.0,21,other,14
141,11743,Lodernde Schwingen,Leigh Bardugo,Knaur Taschenbuch,FMB,"[FBA,FMB,FMR,FYT]",101.0,1.0,0.0,0.0,337,de,17
142,66553,Das Lied von Eis und Feuer,George R. R. Martin,Penhaligon,FMB,"[FMH,FZ,WFX,WZS]",103.0,1.0,0.0,0.0,97,de,10
143,74094,"Rätselblock ab 8 Jahre, Band 1, A5-Block",Agnes Spiecker,Hauschka Verlag,WDK,"[5AJ,4CD,WDK,YB,YBL,YNU,YNVP,YZG]",104.0,0.0,0.0,1.0,146,de,18
144,9865,Redaktion Wadenbeißer Band 1,Ina Rometsch,moses. Verlag GmbH,YFCF,"[5AJ,X,YBL]",104.0,0.0,0.0,1.0,117,de,18
145,26296,"Rätselblock ab 10 Jahre, Band 1",Agnes Spiecker,Hauschka Verlag,WDK,"[5AL,4CD,WDKC,WDKN,WDKX,YB,YBL,YNU,YNVP,YZG]",104.0,0.0,0.0,1.0,101,de,18
146,67315,Mushoku Tensei: Jobless Reincarnation (Light Novel) Vol. 3,Rifujin Na Magonote,"Seven Seas Entertainment, LLC",XADC,[YFB],105.0,1.0,0.0,0.0,89,en,18
147,38123,Kritzel-Kratzel-Osterspaß,,Schwager und Steinlein,YBGC,"[5AF,5HPF,YB,YBG,YBGC,YBL,YZG]",106.0,1.0,0.0,0.0,1060,de,9
148,11084,Titan,Brandon Q. Morris,Belle Epoque Verlag,FLP,"[1ZMCK,FLU]",107.0,1.0,1.0,0.0,12,id,4
149,40538,Titan,Isaac Hooke,Hooke Publishing,FLR,[],74359.0,1.0,0.0,0.0,12,id,4
150,36594,Enceladus,Brandon Q. Morris,Belle Epoque Verlag,FLP,"[1ZMCK,FLU]",107.0,1.0,1.0,0.0,67,es,7
151,30481,Enceladus,Brandon Q. Morris,Belle Epoque Verlag,FLP,"[1ZMCK,FLU]",12010.0,1.0,0.0,0.0,67,es,7
152,25809,Enceladus - Die Rückkehr,Brandon Q. Morris,Belle Epoque Verlag,FLP,"[1ZMCK,FLU]",107.0,2.0,1.0,0.0,18,de,7
153,19898,Jupiter,Brandon Q. Morris,Belle Epoque Verlag,FLP,"[5AT,1ZMCK,FLU]",107.0,1.0,1.0,0.0,10,en,7
154,66150,Io,Brandon Q. Morris,Belle Epoque Verlag,FLP,"[1ZMCK,FLU]",107.0,1.0,1.0,0.0,13,ro,11
155,33070,Dead or Alive,Derek Landy,HarperCollins Publishers,YFH,[],108.0,1.0,0.0,0.0,42,en,1
156,30657,Dead or Alive,Derek Landy,HarperCollins Publishers,YFH,[],30430.0,1.0,0.0,0.0,42,en,1
157,73604,Das unsichtbare Leben der Addie LaRue,V. E. Schwab,FISCHER TOR,YFHR,"[5JA,1KBB-US-NAK,1KBB-US-NAKC,FJ,FMH,FMX,FR,FV,FYT,YFC,YFH,YFHR]",110.0,1.0,0.0,0.0,147,de,18
158,24770,Das verlorene Buch,"Cassandra Clare, Wesley Chu",Goldmann TB,FMR,"[1FPC-CN-HB,1KBB-US-NAK,FM,FMR,FMX,3MRB]",110.0,1.0,0.0,0.0,568,de,13
159,22579,Die Sprache der Dornen,Leigh Bardugo,Knaur HC,FBA,"[FBA,FMB,FN,FYB,FYT]",110.0,3.0,0.0,0.0,134,de,12
160,9972,Die Pan-Trilogie 03: Die verborgenen Insignien des Pan,Sandra Regnier,Carlsen Verlag GmbH,YFHR,"[5AQ,5JA,5LKE,6FG,FMR,FMX,FN,FRT,FRU,YFB,YFHR,YFM,YFT]",110.0,0.0,2.0,0.0,33,af,3
161,41474,Tochter der Götter - Glutnacht,Amanda Bouchet,Lübbe,FMB,"[5JA,FMR,FR]",110.0,0.0,2.0,0.0,49,de,8
162,45331,Tochter der Götter - Schattenweg,Amanda Bouchet,Bastei Lübbe,FMB,"[5JA,FMR,FR]",110.0,0.0,2.0,0.0,19,de,8
163,14306,Tochter der Götter - Eismagie,Amanda Bouchet,Bastei Lübbe,FMB,"[5JA,FMR,FR]",110.0,0.0,2.0,0.0,21,de,8
